Time_s,Steering_rad,Speed_mps
204.39195891200052,-0.0019608139991760254,0.0
204.41577350400075,-0.0019608139991760254,0.0
204.43615920000047,-0.0019608139991760254,0.0
204.4561139840007,-0.0019608139991760254,0.0
204.47631641600037,-0.0019608139991760254,0.0
204.4964384320001,-0.0019608139991760254,0.0
204.51663337600075,-0.0019608139991760254,0.0
204.5366617920008,-0.0019608139991760254,0.0
204.55718643199998,-0.0019608139991760254,0.0
204.5776752640004,-0.0019608139991760254,0.0
204.5973083200006,-0.0019608139991760254,0.0
204.61701225600063,-0.0019608139991760254,0.0
204.6375851520006,-0.0019608139991760254,0.0
204.65747763200034,-0.0019608139991760254,0.0
204.6776748480006,-0.0019608139991760254,0.0
204.69831760000034,-0.0019608139991760254,0.0
204.71825801600062,-0.0019608139991760254,0.0
204.73836156800007,-0.0019608139991760254,0.0
204.75837024000066,-0.0019608139991760254,0.0
204.77812956800062,-0.0019608139991760254,0.0
204.79884665600002,-0.0019608139991760254,0.0
204.8190796480003,-0.0019608139991760254,0.0
204.8388661120007,-0.0019608139991760254,0.0
204.85893030400075,-0.0019608139991760254,0.0
204.8786862400002,-0.0019608139991760254,0.0
204.89908688000014,-0.0019608139991760254,0.0
204.91916204800054,-0.0019608139991760254,0.0
204.9390698240004,-0.0019608139991760254,0.0
204.95959523200054,-0.0019608139991760254,0.0
204.9796573120002,-0.0019608139991760254,0.0
204.99983158400028,-0.0019608139991760254,0.0
205.0198420480001,-0.0019608139991760254,0.0
205.0398637440003,-0.0019608139991760254,0.0
205.0596734720002,-0.0019608139991760254,0.0
205.07977081600075,-0.0019608139991760254,0.0
205.09985971200058,-0.0019608139991760254,0.0
205.11969561600017,-0.0019608139991760254,0.0
205.13997747200028,-0.0019608139991760254,0.0
205.16013820800072,-0.0019608139991760254,0.0
205.18024067200076,-0.0019608139991760254,0.0
205.2003351680005,-0.0019608139991760254,0.0
205.22017209600017,-0.0019608139991760254,0.0
205.24026348799998,-0.0019608139991760254,0.0
205.26088124800026,-0.0019608139991760254,0.0
205.28072009600055,-0.0019608139991760254,0.0
205.3008115520006,-0.0019608139991760254,0.0
205.32106761600062,-0.0019608139991760254,0.0
205.3411328000002,-0.0019608139991760254,0.0
205.36186569600068,-0.0019608139991760254,0.0
205.3816873600008,-0.0019608139991760254,0.0
205.4014285760004,-0.0019608139991760254,0.0
205.4214405440007,-0.0019608139991760254,0.0
205.44152656000006,-0.0019608139991760254,0.0
205.46168684800068,-0.0019608139991760254,0.0
205.48204947200065,-0.0019608139991760254,0.0
205.5018830400004,-0.0019608139991760254,0.0
205.52198524800042,-0.0019608139991760254,0.0
205.5419969600007,-0.0019608139991760254,0.0
205.56200140800047,-0.0019608139991760254,0.0
205.5825728640002,-0.0019608139991760254,0.0
205.602374176,-0.0019608139991760254,0.0
205.6224023040004,-0.0019608139991760254,0.0
205.64469955200002,-0.0019608139991760254,0.0
205.6668597120006,-0.0019608139991760254,0.0
205.69074966400058,0.17450979351997375,0.0
205.714555904,0.30392158031463623,0.015218043822510543
205.73782038400077,0.4019607901573181,0.043176583850611995
205.76124876800077,0.5,0.08464828409917756
205.78416806400037,0.5,0.05335513309364039
205.80733644800057,0.5,0.07912574094679509
205.8303062720006,0.5,0.07077048318433216
205.85361030400054,0.5,0.12754682365942435
205.877018272,0.5,0.06470835896371498
205.8972185600005,0.5,0.1396457568189822
205.9172608000008,0.5,0.15368587301473513
205.93737388800037,0.5,0.14852360868260936
205.95744569600083,0.5,0.11943031966061
205.9775373120001,0.5,0.1134966432039666
205.9978371520001,0.5,0.15155618956992978
206.01773209600015,0.5,0.1464034766152926
206.03784323200034,0.5,0.1666821697819128
206.05813987200054,0.5,0.16336615305327065
206.07805606400052,0.5,0.15473456214448383
206.098344,0.5,0.1392994756366087
206.11844390400074,0.5,0.13125158749447668
206.1383577280003,0.5,0.13897053276149696
206.15863580800033,0.5,0.1226056495880945
206.17855424000027,0.5,0.14696057409453506
206.19866284800082,0.5,0.13592883280334275
206.21894217600038,0.5,0.15183548717341266
206.23888556800011,0.5,0.15159336986789235
206.25893702400026,0.5,0.15093611966878265
206.27922396800022,0.5,0.1254048653321149
206.2991311680007,0.5,0.11695513843550605
206.3194122240002,0.5,0.1118531041585657
206.33951372800038,0.5,0.16351745803757506
206.35943187200064,0.5,0.13933873925790546
206.3797074560007,0.5,0.16217635953651235
206.39982576000057,0.5,0.13905653421637046
206.42367910400026,0.3901960849761963,0.15849502377018176
206.4478292800004,0.18627449870109558,0.17456952437996928
206.47159539200038,0.029411762952804565,0.1546764640610754
206.4951774400006,-0.0019608139991760254,0.16084661259165647
206.5190371840008,-0.0019608139991760254,0.1524912021528771
206.53929516800054,-0.0019608139991760254,0.15791783131203582
206.55937894399995,-0.0019608139991760254,0.14918698066730957
206.57977363200007,-0.0019608139991760254,0.13082089000190456
206.60035984000024,-0.0019608139991760254,0.11587501269026229
206.6201613760004,-0.0019608139991760254,0.14294066017210183
206.64017273600075,-0.0019608139991760254,0.14352998639428516
206.65992249600004,-0.0019608139991760254,0.16112971940651794
206.68024179200074,-0.0019608139991760254,0.17498972712891928
206.70090009600062,-0.0019608139991760254,0.15982734534083318
206.7207159360005,-0.0019608139991760254,0.18869607570776278
206.74071964800078,-0.0019608139991760254,0.16833956927712215
206.7608091840002,-0.0019608139991760254,0.182160063062568
206.78120649600078,-0.0019608139991760254,0.18256369714868048
206.80146083199998,-0.0019608139991760254,0.18252325326362318
206.82151481600067,-0.0019608139991760254,0.1973121973094903
