Time_s,Steering_rad,Speed_mps
8.982559840000249,0,0.0
9.006014208000124,0,0.0
9.029681568000342,0,0.0
9.053168416000517,0,0.0
9.073364704000596,0,0.0
9.093439680000301,0,0.0
9.116682208000384,0,0.0
9.139861120000205,0,0.0
9.163247232000685,0,0.0
9.187159168000107,0,0.0
9.211025567999968,-0.0,0.0
9.234650112000054,-0.0,0.15121313444854917
9.254827168000702,-0.0,0.13891585992783592
9.274901568000132,-0.0,0.007209635761880966
9.295180095999967,-0.0,0.06776132619721975
9.315315680000822,-0.0,0.11458046985425482
9.335559392000505,-0.04901963472366333,0.051176651117975584
9.359256319999986,-0.06862747669219971,0.1331679271427178
9.383001216000594,-0.06862747669219971,0.13410720501850062
9.406868832000328,-0.04901963472366333,0.1002567492372834
9.430613215999983,-0.04901963472366333,0.11181768358724202
9.453621280000334,-0.04901963472366333,0.11992867033944614
9.477263712000422,-0.04901963472366333,0.15132422527831427
9.4999656960008,-0.04901963472366333,0.17742659505390748
9.520263360000172,-0.04901963472366333,0.18442992804775293
9.54363683200063,-0.005882382392883301,0.19080823650578857
9.56755900799999,-0.0019608139991760254,0.20110079698120453
9.591354208000666,-0.0019608139991760254,0.21864041536452763
9.615120672000558,-0.0019608139991760254,0.20599465752945953
9.638844704000803,-0.0019608139991760254,0.22275864236625673
9.66255481600001,-0.0019608139991760254,0.22407124428392575
9.685667776000628,-0.0019608139991760254,0.2189115132137087
9.705880512000476,-0.0019608139991760254,0.22810353411738507
9.725957952000499,-0.0019608139991760254,0.2444836692083071
9.7460607360008,-0.0019608139991760254,0.2391379543049521
9.766189920000215,-0.0019608139991760254,0.2510644891514459
9.78655465600059,-0.0019608139991760254,0.23826199110236984
9.806743104000816,-0.0019608139991760254,0.2513964499283955
9.826915840000765,-0.0019608139991760254,0.24246908923837404
9.846792128000743,-0.0019608139991760254,0.25405796029355376
9.866806336000082,-0.0019608139991760254,0.2522430753848336
9.886937088000195,-0.0019608139991760254,0.25949920164787244
9.906991648000258,-0.0019608139991760254,0.26086859057477413
9.927356768000209,-0.0019608139991760254,0.2540840764490116
9.947614016000443,-0.0019608139991760254,0.2776912589255123
9.9675749120006,-0.0019608139991760254,0.2602094847558674
9.987666560000434,-0.0019608139991760254,0.2784420294802281
10.007762912000544,-0.0019608139991760254,0.27907077968792876
10.027871392000634,-0.0019608139991760254,0.27442321479915455
10.047963168000024,-0.0019608139991760254,0.2896671622753996
10.06806035200043,-0.0019608139991760254,0.28541915654688044
10.08846457600066,-0.0019608139991760254,0.2857821592896271
10.108653920000506,-0.0019608139991760254,0.2767584700141065
10.12877072000083,-0.0019608139991760254,0.29038180165601324
